9.313142;-13.74416;32.18594;-19.3026;23.50507;-34.9472;17.50216;-27.52755;22.51254;-17.89258;2.585881;-5.090484;148.343;0.1812289;-0.2860632;2.164544;-2.15161;-1.057372;-2.577531;0.2740799;-2.978202;-1.340491;2.046762;-2.790765;-1.028991;1.681696;-0.6454719;-0.6617061;-0.4776298;0.1557949;0.8273697;1.364509;2.134277;0.8051111;0.1562357;0.4947684;0.306866;0.1752931;-0.5230404
15.79712;-34.73768;40.78957;-33.01991;28.7457;-52.57666;33.64294;-28.15996;25.23471;9.293036;9.532636;-13.31417;142.6557;-2.413061;-0.1082298;-0.796479;0.2115395;0.6312754;2.526397;2.589061;0.1171515;-4.298629;5.044621;2.496222;2.027088;0.4773834;-0.7193359;-0.5161103;-0.6518442;0.8522245;0.1088666;1.692342;2.032623;2.333903;-0.1756444;1.969747;-0.1961629;0.7735931;-0.9226278
4.760455;-10.07109;33.96611;-6.094028;42.89746;-11.29544;21.70651;-9.016641;12.33268;-13.56556;0.5656929;9.805235;119.0704;1.548012;5.087095;1.059917;1.33909;-3.220711;2.786772;-4.072054;2.122143;3.479932;4.875797;0.9922504;-3.999024;-2.428731;0.6581117;-0.2205789;-0.9379746;-1.452634;-0.5515254;-0.8335832;0.786505;-0.7964921;0.8482715;0.8316746;-1.15859;-0.6127847;0.6577694
6.077709;-23.66738;26.83806;-18.29776;27.47558;-34.76712;13.96609;-28.59704;22.00127;-12.91867;-5.35853;-6.609408;143.1559;-1.047055;1.552784;2.881601;-1.86632;-1.637038;2.103441;1.269365;-4.865009;-4.106361;-0.5826694;2.6109;-1.946035;0.7233429;0.5016877;-1.024827;0.9534599;-2.514673;2.077541;-0.2199724;1.721039;-1.34932;-0.9504277;-0.4319019;0.4800341;0.6499487;-1.059945
12.78322;-30.10173;35.47857;-29.19033;33.91328;-33.52106;21.45765;-20.75646;16.36793;6.086638;15.68816;21.02311;141.5792;-0.03347554;1.699579;-3.361972;3.883566;-1.822957;-0.2003433;-5.443896;2.946873;-3.640838;0.7822211;-0.3110721;3.287536;1.398795;-0.2168424;1.276595;-0.4260341;1.523696;-0.330378;0.7341026;0.5770386;0.162522;-0.1168043;-1.681877;-1.758743;-3.424078;0.1293339
13.07196;-31.0794;29.79416;-22.59102;25.9121;-29.80316;22.09238;-21.40592;17.03884;-15.83629;-2.91337;-0.6374559;140.2742;0.2806592;1.15497;-0.06496086;-1.630917;1.662056;-0.7130978;-0.6908512;0.564398;1.170936;2.710915;0.8722563;-0.2122818;1.030418;0.07489963;-0.3655662;0.6253684;0.3812612;1.589525;0.1484882;1.074153;-0.1568361;0.02222136;1.113479;1.33797;0.663294;-0.269037
17.29841;-36.89013;39.21821;-33.89565;25.10672;-34.50363;27.01531;5.194436;11.09375;26.527;5.52348;32.30615;125.8619;-0.2618942;-1.978229;1.110488;-1.71925;0.4088026;-1.255105;1.739603;4.983008;-3.122245;3.518246;2.103355;2.178636;-0.571402;-0.06894158;1.713961;-1.451761;1.459029;-0.7526758;1.018135;-1.060614;-0.6155617;0.876835;-0.1765482;-0.3236628;-1.07896;-0.07004685
9.868062;-39.32939;26.36699;-36.198;39.73825;-21.62968;26.35467;-8.012588;27.39392;-20.18615;-38.88516;6.959375;128.1396;-0.02205;-2.478678;1.835121;0.05527954;3.997983;-3.441666;-4.042947;-0.2927027;-4.060137;1.819948;4.55956;0.03613706;0.391301;0.5279968;1.050574;-0.05198625;0.5818952;-0.8395444;-1.395035;0.7988974;-0.6107985;0.4106336;0.5602276;2.113993;-0.9865316;1.050435
13.65656;-28.00993;36.41729;-22.63928;28.37554;-25.94564;37.49842;-3.698887;11.58756;-6.717509;0.2580415;-3.308191;140.8316;-1.443946;-1.711303;1.291999;1.080438;3.433453;1.771975;-3.30606;-5.271159;2.550673;-1.209616;3.00328;-2.161115;0.6515503;-0.395588;1.385757;-2.149348;1.440378;-1.342774;1.763368;-0.1295928;0.3448952;1.407893;1.676395;-1.208207;-0.9781684;-0.1223086
17.70982;-31.29797;30.52754;-22.65114;31.68502;-24.80867;21.27353;-17.76765;20.25605;5.026922;21.44119;15.06288;137.0425;0.552841;-4.168833;1.365095;-0.6616058;1.51403;0.789901;-1.667632;2.871939;0.7965242;2.287577;-0.6174569;-2.427334;-0.3129532;-0.3723219;1.974276;-0.7636551;0.9032915;-1.190189;1.191468;0.7118384;0.6354112;-0.08162715;0.3704993;-1.13891;-1.774207;-0.4085577
13.91308;-23.53601;31.62493;-21.84464;21.34978;-37.36996;14.80098;-33.17976;21.15462;-28.3392;-4.976473;5.825431;129.9403;-2.882241;1.743029;-3.780041;-3.197541;-1.47007;-5.750655;-2.171775;-5.281731;4.585365;-2.69975;5.058957;-8.497523;3.010799;0.3097599;-1.241903;-0.01546719;-0.9530119;0.4749582;-0.2428544;-0.01414809;2.170342;-1.363554;3.144369;-0.620175;2.248412;-0.8460758
11.46598;-21.37088;21.00503;-34.72253;24.37791;-38.04464;41.12314;-20.81558;7.759166;-17.00203;11.00348;11.96623;139.737;-1.063509;0.6701544;-6.571588;-0.5499443;-3.274801;-0.03035755;-3.648849;1.322482;-2.997784;-2.128489;-0.3039248;-1.084596;1.937471;0.3250687;-0.5673163;1.035403;0.5953196;0.690713;0.7876102;-1.988001;-0.7774612;0.4181322;2.592073;-0.4075877;0.4321896;0.1746535
18.13506;-22.80688;28.51011;-36.4376;30.99118;-20.44441;17.89859;-17.69123;10.1446;-11.01699;4.158731;8.699804;130.8473;-1.643799;2.082826;-2.361495;1.468924;-4.244124;-0.6239522;0.5219604;-1.438737;-6.878927;-4.125504;-1.693706;-4.338178;1.937712;-0.6095139;-0.5634798;-0.2093377;0.3984981;0.2716168;-1.056675;1.447613;-1.773236;0.8801153;2.194478;1.376244;1.406753;-0.03243316
20.52563;-29.50108;39.71804;-13.10189;43.32447;-23.51609;11.90366;-11.41581;5.210362;3.576799;-11.49215;13.40182;122.0688;-2.069004;2.251808;-4.261028;0.3403038;-2.951078;0.9176921;-1.162176;-3.801283;-0.04452286;-1.411286;5.384139;-6.394842;2.140879;-0.1092801;0.1883307;-1.627387;-1.370664;-1.643747;-1.815164;1.131901;-0.2083559;-0.4403119;-0.8625174;1.311866;-0.6563373;1.370528
13.09278;-37.4837;23.40374;-44.87961;22.83387;-32.82368;3.338595;-22.75884;-0.808172;13.3233;-4.969381;-1.848198;127.618;0.8893722;-0.09325256;0.3208555;1.048516;-0.444644;2.443599;-0.2174256;-4.084767;2.258214;1.979506;-3.277297;1.194195;-1.208357;-0.09026258;-0.6933333;-0.4359651;0.468159;0.3292351;-1.471678;0.5405432;-1.355618;0.9159107;0.7977978;0.3294307;-1.509254;-0.0399829
22.409;-37.44959;28.32525;-40.39038;26.25936;-28.31334;30.04678;-14.53683;19.52107;-4.535091;1.298747;10.75628;131.6443;-0.5230875;-2.003966;0.9486084;-0.4814979;0.4279462;-0.9060217;-2.674874;4.568687;-1.95976;-1.574075;-1.076874;1.738931;0.4349625;-0.1359532;1.936188;-0.03085049;1.482511;0.816101;-0.2225608;-1.342847;0.3716692;-1.174615;-0.5274354;1.385239;0.2116274;-0.2231692
13.12935;-28.30471;39.09193;-29.88073;38.52615;-21.94179;4.811995;-14.82942;15.659;-0.2127913;-2.50704;-9.946072;116.8314;-0.6689215;2.159704;-2.982753;2.023304;0.7851036;1.370104;5.567022;-1.844754;3.465817;-6.42838;5.325005;-2.968608;-0.2480003;0.07577549;1.039489;-1.122193;1.147718;0.008351261;-0.853485;2.026586;0.7886159;-0.3709262;-0.7265782;-1.995461;0.0610327;1.155333
14.58442;-29.35501;16.85965;-20.76068;16.03342;-28.24368;-6.361237;-23.55321;5.615985;2.656378;-12.92827;-24.65931;115.3174;0.8075217;6.790348;-3.332562;3.986583;-0.6562069;6.187585;15.70832;2.311302;0.648011;-6.459983;7.649005;2.156163;2.276596;0.4420102;-0.3786956;0.7242181;-0.354261;1.318128;0.898285;3.222004;1.019724;0.2894845;0.3959322;0.6542121;1.33923;1.166016
13.50883;-30.86312;26.37261;-48.30412;24.8025;-47.2476;31.05113;-19.36518;7.998782;2.654836;17.43042;6.03865;137.8471;-0.8864449;-0.1017948;-0.1970116;-3.105276;-3.305093;0.4291161;2.233694;1.130315;-3.75731;-1.291944;0.5735106;1.148541;-1.531955;-0.5623963;0.228089;0.08751012;1.164166;-0.3948067;1.451254;-0.7341624;-0.2262942;-1.438166;0.5287167;-1.674698;0.5285541;-0.2640253
13.61071;-16.58853;19.53986;-5.693149;34.57167;-9.785892;27.84959;-8.798056;22.17736;-5.162057;-0.7161002;11.28882;134.8365;1.852863;2.144743;1.804301;-0.06658735;5.153609;2.515796;2.242125;7.710915;5.358772;0.6924688;5.34445;0.04971874;1.585103;0.9963989;-2.530337;-0.1425744;-3.328042;-1.260744;-3.085685;-1.921332;-2.686127;-2.461933;1.311646;-2.265743;0.5093514;-0.8364763
3.348377;-33.36899;31.90732;-31.39193;35.0237;-9.876377;18.01575;-14.89324;37.1558;-2.596065;2.647152;6.140687;131.9072;0.3354505;-1.277558;-0.3922447;0.2409635;-2.749045;-0.5807698;2.047412;4.596332;4.166659;0.7476864;2.734558;-0.9233208;0.4701943;0.4442926;0.9147469;-0.9452991;0.8748099;-0.274594;-0.3851922;0.8476942;-0.0186847;-1.854404;-1.338688;0.1708622;-0.7672081;-0.223181
21.30187;-28.88783;22.40747;-20.32164;37.54115;-28.67465;33.43596;-25.58716;15.93978;-8.111022;-12.54842;5.567159;133.3187;-0.7361967;0.8608282;2.389057;0.9875773;-0.8871998;-1.106417;0.4289211;-0.01328564;-2.70738;2.518938;-2.769623;1.0436;-1.29391;-0.09886478;0.1553792;1.567165;-0.05604779;-0.9533592;-0.3447919;-0.8128614;1.850987;-1.81072;1.091484;0.2928448;1.194618;0.02084594
